N,P,K,temperature,humidity,ph,rainfall,label
46,22,34,28.85665514,50.7245525,7.62157587,52.77386612,pearl_millet
43,31,33,30.97367606,41.84920828,6.51836891,56.10362128,pearl_millet
44,30,21,25.97085664,48.89972301,7.68943589,31.50416724,pearl_millet
47,30,21,28.403251,43.37806808,6.05203688,51.77880256,pearl_millet
51,27,31,30.57575589,45.31586226,6.37157223,33.98892505,pearl_millet
51,33,34,31.06678908,40.96021447,7.74417216,51.91276937,pearl_millet
49,24,25,28.30991668,57.82451285,6.48908533,46.33588786,pearl_millet
47,31,34,31.10946625,53.17823554,6.23641256,35.35593369,pearl_millet
55,23,33,30.25133612,59.99557702,7.30694815,42.05171315,pearl_millet
42,27,39,32.55963377,42.67583873,7.74829155,42.27707356,pearl_millet
57,28,26,28.16837603,58.97089939,6.05896202,34.28951676,pearl_millet
57,36,23,29.54455207,52.82463307,6.70629014,46.44833367,pearl_millet
51,37,21,34.03468152,57.56161234,7.41784732,50.89136448,pearl_millet
51,39,40,31.01414636,45.79663299,7.35231076,46.07820665,pearl_millet
41,25,35,28.36431126,46.82030618,6.08133675,58.79184958,pearl_millet
42,28,40,25.42984559,43.14384428,6.74454271,33.25242671,pearl_millet
45,29,38,34.18779193,40.27192126,7.46985992,57.35466005,pearl_millet
40,28,27,30.74226221,57.66128581,6.61853558,53.72867132,pearl_millet
48,25,34,28.8120575,53.66115443,7.11712891,54.61765032,pearl_millet
59,38,26,30.8376923,49.4966808,7.34964877,32.00542963,pearl_millet
46,31,27,34.40310856,50.47777695,7.41317147,30.17206979,pearl_millet
46,30,21,26.7334202,43.8707925,6.67121393,47.76468499,pearl_millet
41,32,20,29.50109115,58.85702498,7.73774111,43.26194969,pearl_millet
51,22,35,30.25278588,42.58776691,7.05312494,37.65768135,pearl_millet
56,28,22,34.04524162,55.65935181,7.95948644,38.75140954,pearl_millet
52,30,30,34.66243976,58.12293664,6.84351337,34.28282496,pearl_millet
47,24,24,28.28062333,43.12244023,6.57831579,36.73088311,pearl_millet
44,37,33,28.24538963,56.49747649,7.87381063,43.49119775,pearl_millet
53,39,30,26.40803017,53.79741449,7.0697582,50.86810663,pearl_millet
43,39,38,33.74566532,41.66796249,6.30271624,33.71066513,pearl_millet
51,34,21,25.2685651,41.42136838,7.46278684,32.53408576,pearl_millet
50,39,36,34.76102919,55.85532182,7.18207589,46.83268942,pearl_millet
52,34,21,27.36954868,57.00587255,6.48495361,43.78294434,pearl_millet
50,38,39,27.4994924,44.17988514,6.05285693,41.65342681,pearl_millet
57,29,23,31.31624809,52.80638725,6.43197518,56.41826556,pearl_millet
42,23,35,26.42659639,58.48508846,6.65872064,32.85168753,pearl_millet
43,33,35,31.46505796,59.69626402,6.33926331,58.53856496,pearl_millet
42,36,40,30.86649615,41.7829096,7.46713286,47.06802691,pearl_millet
41,35,37,31.48182601,46.58108274,7.64749316,43.68727665,pearl_millet
56,37,30,28.69060041,46.07657092,7.15918458,48.66636256,pearl_millet
45,29,25,27.42778832,57.65576338,7.77525121,38.40531804,pearl_millet
52,38,28,27.34770262,46.28136407,7.57203356,42.04176664,pearl_millet
44,36,27,33.25938019,44.58053994,7.62789851,34.7908965,pearl_millet
57,40,23,26.79809091,46.85263712,7.330121,56.72829187,pearl_millet
52,36,27,29.16627644,46.01245522,6.14099364,41.27422301,pearl_millet
52,36,33,28.2678261,50.65525637,6.77178996,53.79269289,pearl_millet
45,33,26,26.76033829,41.32496224,6.304441,36.232971,pearl_millet
44,36,26,30.01737,42.9903577,7.83617241,59.7783823,pearl_millet
51,35,28,30.49152293,44.68872271,7.74558888,43.00677378,pearl_millet
49,29,30,31.53765162,44.43918917,6.35962217,56.00490616,pearl_millet
46,30,22,31.30196902,55.03670569,6.56818203,38.86529003,pearl_millet
45,22,26,33.05669261,53.85562465,6.7709811,56.4061911,pearl_millet
58,39,37,32.73764716,49.18958997,6.98429961,59.87966167,pearl_millet
57,25,24,25.36182224,49.15889814,6.57812767,40.80894251,pearl_millet
52,37,39,26.64447793,56.22009525,7.58428578,45.82243863,pearl_millet
57,20,26,25.37712014,41.28142445,6.15821554,46.14896377,pearl_millet
49,32,21,34.39644871,40.69690444,6.09564303,39.67679621,pearl_millet
62,46,31,27.33632564,53.56129398,6.78037825,54.5963173,sorghum
64,40,34,27.630998,50.50880389,6.88342442,72.03187873,sorghum
70,39,37,27.01662764,43.09385822,6.49759255,41.52922171,sorghum
63,44,40,31.83894392,51.13600005,6.35482018,65.58898285,sorghum
80,31,41,30.81145589,51.35479166,6.2469212,41.23845332,sorghum
77,33,37,30.10417204,46.76723407,7.18425736,43.80499584,sorghum
68,37,31,28.70313197,54.52356381,6.95396708,69.69380278,sorghum
79,30,41,30.01336836,41.39152816,6.66298017,57.77970386,sorghum
68,40,48,28.3430529,45.69060283,6.1950862,65.707814,sorghum
77,47,36,28.52318235,53.78641484,7.22607903,72.400456,sorghum
60,35,40,26.96986906,47.79185376,6.06269898,43.45235471,sorghum
78,41,44,25.05125925,57.60101756,7.47830757,55.91069214,sorghum
65,35,48,25.9746985,46.32902527,6.1909424,45.91113059,sorghum
64,39,33,25.46773792,43.08991215,6.19255866,48.70100949,sorghum
68,36,31,29.84414204,51.67788545,7.15873412,40.11141908,sorghum
75,38,48,31.5297693,50.04234922,6.84961295,61.14633072,sorghum
69,33,50,26.03565701,54.85769127,6.5732789,49.4791831,sorghum
80,48,40,26.04504585,59.16088418,7.34050087,63.31453867,sorghum
78,38,41,26.01841937,50.64083394,7.3755055,44.72148762,sorghum
66,46,31,28.81569845,56.91945615,6.03767222,46.61373587,sorghum
70,32,47,27.35718979,43.60269935,6.92455186,71.82825833,sorghum
68,38,42,27.45710201,46.74168016,6.94068265,47.46558622,sorghum
80,39,35,27.32809653,46.93378257,7.16725566,60.24016638,sorghum
69,37,42,30.56880992,48.47096496,6.9713586,44.47873615,sorghum
62,49,33,27.16378584,50.95489235,6.9681334,48.93134347,sorghum
68,46,39,28.1084572,53.29720666,6.89577417,50.06488524,sorghum
79,38,31,29.13390302,46.57918403,6.70470728,60.79077001,sorghum
61,39,32,31.27658942,55.89684543,6.80682361,49.43225036,sorghum
79,49,32,30.18049599,41.69098309,6.27342108,41.6086032,sorghum
76,33,38,29.21423766,44.26299764,6.21699896,44.65080389,sorghum
65,44,36,30.72546914,52.3281766,6.27096755,51.28257165,sorghum
63,36,46,30.35874696,42.69065184,6.81606199,61.94801585,sorghum
69,48,31,28.31735026,44.88544776,6.94456349,44.88698074,sorghum
76,41,44,26.80777627,50.5277978,7.44956485,52.32225787,sorghum
62,36,45,31.63911929,47.02153783,6.02120978,74.66583704,sorghum
68,43,45,25.0829153,54.97686737,7.49414693,72.3421858,sorghum
61,41,47,29.72431707,44.14902989,7.26892953,58.75476167,sorghum
74,36,42,26.72802596,59.76504171,6.17067287,48.1365758,sorghum
77,45,45,31.088486,50.20100326,6.07939255,47.23007901,sorghum
75,39,30,27.12129956,58.9894384,7.21114226,66.47923165,sorghum
64,48,45,28.79168865,56.47088196,6.70555475,71.07588769,sorghum
64,45,37,30.39681923,59.85726447,6.3141516,48.43332453,sorghum
68,49,46,26.34654372,41.65116533,6.56401192,44.97447682,sorghum
76,45,39,27.45720625,41.9107704,6.98147247,42.78175038,sorghum
74,50,34,31.93318372,40.50657459,7.43995036,43.58429813,sorghum
69,35,34,29.55477201,43.25740034,6.85485669,70.92001407,sorghum
62,31,37,26.20194131,40.27016274,7.3416005,57.15081646,sorghum
64,48,36,25.16034884,48.81316958,6.27920747,46.4130742,sorghum
64,30,46,26.45228371,48.42385906,6.89142944,43.96349164,sorghum
77,31,37,29.98062042,42.40137326,7.35197073,64.35718002,sorghum
74,46,45,29.0486423,54.45287126,6.85373832,41.78674459,sorghum
66,47,31,26.82969193,41.52765595,6.78321412,49.45452974,sorghum
65,33,46,31.09147807,59.28361864,6.39016707,48.87361329,sorghum
61,34,45,31.42511825,52.44183728,6.92896251,69.57413253,sorghum
62,48,39,30.55103269,46.90896725,6.37028211,73.44670418,sorghum
79,48,41,28.89102855,50.20445954,6.77382187,49.03502516,sorghum
76,31,40,30.02132424,45.36066161,6.79003187,41.32497524,sorghum
71,47,42,25.682334,41.77394296,7.3686658,69.60379069,sorghum
63,42,40,31.8273074,46.57693668,6.60256072,71.19373731,sorghum
71,31,31,26.9723685,56.38003009,7.13701958,46.50702992,sorghum
79,40,46,31.93324757,59.18691577,6.23432657,43.0889424,sorghum
65,32,35,29.81162593,57.63589011,7.23640584,53.21410134,sorghum
72,38,40,27.62717752,59.76237513,6.04837321,69.50829444,sorghum
71,41,46,30.56254682,59.57697867,6.56343883,45.06846442,sorghum
73,35,44,28.58252778,55.49400081,6.5694457,67.69459844,sorghum
61,32,35,29.77279994,49.45822937,6.04440519,63.98809835,sorghum
68,38,42,30.78217854,55.74210287,6.20301483,40.56579623,sorghum
75,34,38,28.42577028,47.42139404,7.12521885,62.30930668,sorghum
69,37,40,28.0948219,49.64516529,6.27604636,73.85152428,sorghum
77,31,42,26.50155197,47.06979268,7.37472752,55.27562863,sorghum
76,31,30,28.69233881,45.51157893,7.47734038,49.42720589,sorghum
79,43,39,29.65352228,49.40759579,7.14376278,60.27039962,sorghum
77,35,41,29.30600503,56.58106035,7.26858948,59.30547985,sorghum
66,39,34,26.48143118,44.0929656,7.13077618,74.02183612,sorghum
78,33,38,26.90625862,57.94103809,6.75883844,74.56270109,sorghum
70,39,31,26.78741356,52.31191934,6.83592409,53.87644186,sorghum
60,32,45,25.38374847,51.49265325,7.36801233,56.48681347,sorghum
77,31,33,30.03996641,59.29694987,6.33573791,59.10662586,sorghum
74,48,36,31.50569742,40.77268531,6.32145557,53.20232726,sorghum
74,48,39,28.12426703,41.10276949,7.1354924,48.56804884,sorghum
71,42,47,31.72865263,52.86871797,6.3364131,73.57505253,sorghum
74,42,47,30.4414718,56.61675394,6.82256227,58.04806771,sorghum
72,50,36,31.26831549,45.71733217,7.02698905,58.52266768,sorghum
77,39,41,30.05054055,52.28617354,6.92707474,71.30958635,sorghum
72,43,40,27.63053107,42.16693677,6.31268848,68.57090172,sorghum
67,45,44,29.3442062,43.90795708,6.97818679,58.68165301,sorghum
65,32,36,30.2064959,53.25055211,6.97878182,40.54811853,sorghum
61,43,33,27.4330746,56.72464765,7.3205029,60.8138262,sorghum
80,32,34,25.30327227,58.30725633,6.9636861,70.46161828,sorghum
73,32,48,28.64644234,44.53636254,7.21028467,45.98565466,sorghum
63,44,46,30.95998766,50.50707234,7.40258015,55.6846343,sorghum
72,40,46,30.69470269,44.75772676,6.55241752,66.16011504,sorghum
63,47,30,25.78825803,53.08937011,6.62305209,70.53930492,sorghum
67,33,50,30.19637594,52.31257164,7.30155621,66.29203169,sorghum
63,37,47,30.93635442,55.36583364,6.78633295,50.0448813,sorghum
64,33,42,29.51271935,41.44796649,6.54011105,65.22804304,sorghum
74,39,33,28.10887635,49.22426021,6.10591008,65.7742625,sorghum
65,33,43,28.1843744,58.19580369,6.70426277,41.26911533,sorghum
69,49,40,31.75179139,54.37324703,6.8856729,65.24906168,sorghum
70,37,32,29.83504137,59.31521977,6.52725794,74.63781851,sorghum
35,53,39,20.16769871,68.27042241,6.65249196,88.05801863,soybean
33,43,49,27.80734666,57.59698947,6.69512404,99.92190449,soybean
26,54,44,24.85199149,63.53309008,6.56652203,75.67934336,soybean
32,58,46,29.031056,56.78707214,6.16505666,76.15498595,soybean
23,44,33,27.74236175,58.50007421,6.32155323,67.32946427,soybean
23,56,36,20.46517912,55.13140453,6.05524937,62.57272422,soybean
20,52,30,24.89103307,51.78304533,6.1431754,97.72366887,soybean
23,48,34,24.31245952,55.45031089,6.57812103,65.81830001,soybean
21,41,49,21.21752021,59.21622902,6.04955118,90.63061113,soybean
22,44,32,22.48366483,63.09857967,6.30601356,89.96714276,soybean
33,46,48,20.73699679,60.56982154,6.14566966,71.37625655,soybean
36,54,48,26.67348498,58.02404207,6.9439396,98.04596134,soybean
27,58,36,22.60827654,53.45591124,6.21804242,87.27186064,soybean
32,41,39,24.19088256,53.3445769,6.49322894,91.30052382,soybean
37,54,31,24.4725714,58.04886586,6.6447769,79.67339396,soybean
40,46,32,23.61593495,64.09363971,6.49846239,61.15771675,soybean
25,46,37,26.20177213,69.2271857,6.88789017,65.33651455,soybean
38,58,49,26.72892411,69.38719924,6.8103847,93.46211853,soybean
21,58,50,26.69270718,50.89169589,6.23762746,67.68521798,soybean
29,50,42,28.39133359,50.07265399,6.08452198,98.44119972,soybean
38,54,41,29.02251585,59.36295539,6.788716,81.10375034,soybean
25,43,35,23.75253561,67.8213281,6.74957564,72.74157067,soybean
20,59,33,27.03495431,53.36232595,6.73221173,68.99992306,soybean
25,51,37,25.35908146,62.73631918,6.46529023,76.02061127,soybean
37,60,39,25.59443239,66.40141767,6.27263845,73.5608614,soybean
28,43,32,22.71133239,65.65634395,6.03441745,84.06719377,soybean
24,49,43,24.11278807,58.12047873,6.21644905,75.10813326,soybean
40,51,43,23.0962317,58.21614386,6.01319482,70.48489171,soybean
32,43,40,28.87457698,54.44726622,6.34417719,74.81196519,soybean
21,47,43,24.66408677,54.92667172,6.78260118,62.76763392,soybean
29,54,50,23.33856524,63.79828714,6.28987285,91.477376,soybean
29,48,39,29.19344306,53.41113975,6.43080994,61.96149486,soybean
29,55,40,21.66763375,62.94788113,6.89326554,97.86448336,soybean
27,46,44,27.12677279,57.02896655,6.48642666,82.96608313,soybean
28,54,40,21.51042829,60.12123857,6.89743093,81.58700433,soybean
26,45,45,29.27663971,65.27026311,6.79113578,90.84263706,soybean
35,42,48,25.05132968,58.63451008,6.81856599,74.26061579,soybean
39,56,32,23.34485831,56.53730422,6.7254748,69.135274,soybean
24,56,41,26.43309461,65.31714181,6.16627494,69.35288827,soybean
31,58,47,29.55705796,52.79321953,6.40782699,64.92917694,soybean
37,60,34,23.62172078,57.14770365,6.32793824,79.78469592,soybean
24,53,33,23.60262134,55.84711129,6.64305314,90.57505216,soybean
33,44,42,26.42156137,69.61226654,6.53945265,98.66380465,soybean
37,41,41,26.57422448,56.84327709,6.76705196,84.49027567,soybean
25,53,42,27.34643645,60.73795955,6.99657986,67.23740742,soybean
25,56,38,29.86926709,54.4118944,6.28329021,98.2687784,soybean
24,59,31,21.50493126,54.9250248,6.88542926,91.65666623,soybean
35,41,34,26.87470977,64.9710685,6.71350034,71.64999134,soybean
31,41,45,21.71706508,58.33148464,6.87344605,81.52333372,soybean
33,48,46,29.57163615,60.19903117,6.85428556,84.6104468,soybean
28,50,39,22.29078435,56.44052535,6.02808743,92.58118879,soybean
21,58,48,22.42351799,64.78113985,6.58094979,70.73544229,soybean
23,51,44,25.66767062,55.59419487,6.50571148,84.87325359,soybean
20,60,41,29.67184014,51.02006552,6.7618083,80.83890578,soybean
20,52,42,27.25368827,63.68045691,6.97639238,62.75293483,soybean
22,43,47,26.78124111,66.62379187,6.84629364,72.29594355,soybean
34,43,45,28.05498878,50.31875478,6.55269447,63.27155407,soybean
25,48,40,22.68685259,69.43282785,6.93769007,77.05002771,soybean
26,52,41,22.68152029,63.56081124,6.4409693,91.00317052,soybean
27,41,44,28.19937512,68.73488552,6.66950364,87.63298013,soybean
27,45,38,27.58969737,53.98649834,6.70431379,80.36367903,soybean
34,45,41,20.00124432,58.91847366,6.57694553,79.69803154,soybean
21,51,42,21.49672058,59.98493384,6.50430093,83.90479278,soybean
35,46,31,27.69413175,64.59929339,6.30789246,76.08020579,soybean
39,57,32,22.982027,51.45219864,6.07077698,76.8287631,soybean
33,43,46,28.71793654,54.48319228,6.42783648,64.82342381,soybean
32,56,36,26.39426963,63.80275787,6.20830907,78.50156817,soybean
29,53,38,22.56354157,62.7111567,6.35267636,73.10971579,soybean
20,60,39,28.53384769,63.0692412,6.89094801,81.19551549,soybean
21,45,34,27.77465784,62.58727631,6.42444957,76.35536025,soybean
27,53,38,22.68663353,56.86589117,6.50091619,79.33384263,soybean
24,53,37,25.78944014,54.70257274,6.65248645,88.11772422,soybean
29,49,33,29.23377956,51.50873623,6.61461453,63.53971289,soybean
31,45,31,24.67770832,61.72062145,6.21089433,68.55124752,soybean
39,41,35,29.85426163,54.24519286,6.10823641,99.22538204,soybean
22,47,40,27.81939395,69.23422274,6.97094545,75.88059625,soybean
23,47,47,23.96497832,60.85495761,6.16582939,95.55562621,soybean
26,51,37,25.692815,58.52375184,6.59707086,60.72065803,soybean
26,46,43,21.59402699,64.13816029,6.69963219,72.80367535,soybean
31,56,37,24.31660045,57.5894769,6.53972036,92.08862853,soybean
25,42,34,28.64553923,51.3475871,6.84309651,99.2007982,soybean
21,51,50,22.52948071,64.77001435,6.53302425,91.60661696,soybean
39,44,31,26.8914706,56.04063023,6.32388993,67.42385954,soybean
34,48,43,27.82157309,61.22951965,6.61964117,79.8009178,soybean
29,49,40,20.78375803,54.24513972,6.91439042,73.81411322,soybean
25,52,45,23.27292207,69.38923697,6.54210903,92.20126504,soybean
35,41,35,22.08375341,52.63271134,6.31976,64.76744858,soybean
33,44,32,23.46045076,58.07115832,6.2832393,98.98717326,soybean
27,41,36,22.77031065,50.11190664,6.56389747,63.19500695,soybean
25,48,41,25.3729098,65.95237923,6.76603538,85.39275964,soybean
38,42,47,20.094063,59.40549298,6.21391538,98.93228396,soybean
29,47,38,28.81142005,69.76603147,6.53122265,90.88440775,soybean
30,47,46,21.06580919,65.01328007,6.76644017,97.60949114,soybean
28,52,34,24.3797336,64.58367819,6.13299047,68.05061182,soybean
31,50,36,25.81039937,62.57045614,6.4618229,61.0974637,soybean
36,52,39,26.88269296,63.61876829,6.97151147,61.00625188,soybean
30,54,44,20.39162527,69.24896555,6.91928829,81.04255489,soybean
22,57,39,26.79264438,68.83573103,6.52040444,73.89140689,soybean
37,55,35,29.08095964,63.16293483,6.54440341,68.27980563,soybean
37,59,30,28.16153785,61.02678149,6.32045973,80.39322551,soybean
84,56,88,15.79029549,74.3782774,6.3197892,67.04625715,potato
85,58,96,18.19292255,75.24669895,5.50328188,76.22580329,potato
116,42,88,15.62745396,65.4886206,6.17975042,70.89744932,potato
119,54,111,15.69761176,77.2010102,5.64760719,76.44670997,potato
101,48,85,19.52494596,79.68611482,5.86373082,71.73108264,potato
92,43,108,19.54908697,77.38113766,5.977644,77.38679279,potato
98,42,93,17.86961544,75.03945833,5.57158509,56.15339124,potato
100,42,91,17.60970999,72.18532644,6.41211748,60.58214482,potato
94,58,81,15.18236514,73.17092097,5.93262789,76.52643969,potato
92,51,102,15.44535283,61.86020267,6.01976568,71.360616,potato
87,50,97,16.7399128,70.06983211,5.80881746,53.69818979,potato
98,58,104,17.15929036,62.41620044,5.787676,61.18554484,potato
101,50,97,17.83356338,77.62551373,6.0774408,70.6212945,potato
115,53,84,18.8452336,71.01743058,5.94170323,58.27648066,potato
104,52,108,18.00641936,79.05153006,6.36090263,76.38728192,potato
102,49,92,15.78611379,67.65134573,6.16949092,76.99036184,potato
85,59,102,15.66730163,62.86306752,6.0659364,77.8560651,potato
100,47,120,15.7763216,74.68122095,5.95076966,76.03510888,potato
111,47,119,16.29358643,63.68003984,6.17794797,66.72827618,potato
119,54,118,16.29192479,65.79046004,6.40122663,74.29616233,potato
103,47,80,17.61859706,62.65224134,6.24903191,73.54956033,potato
98,45,112,15.47364209,68.22492773,6.24614294,71.76557546,potato
107,47,83,15.21435041,71.90765739,5.82008812,55.30413232,potato
100,60,111,17.57299467,67.16763049,5.95695659,55.38452748,potato
94,42,106,15.53124707,60.55782248,5.54799355,64.24306076,potato
89,53,84,16.20603651,79.02311049,6.42142667,57.40269716,potato
83,53,82,19.01338244,73.89380083,6.42793352,67.70205305,potato
100,60,106,15.57507592,61.67661817,5.77883867,75.87312302,potato
112,59,107,15.57793871,67.01845625,5.61093883,53.44027047,potato
80,57,98,15.23845175,63.99957016,5.6797948,62.28405402,potato
86,60,110,17.06994375,73.20054293,5.56051216,61.31426607,potato
112,52,102,16.92003754,75.27187149,5.83082616,56.95024255,potato
93,60,110,16.14591211,61.69900075,6.13982231,54.93822435,potato
111,43,87,19.19696203,66.3655011,5.61535783,65.55157584,potato
113,59,114,17.40956148,70.87899963,5.81970699,51.69073522,potato
116,50,102,17.55525919,76.3409444,6.37001032,50.3251769,potato
116,51,95,16.04836515,65.02279539,6.09707152,78.28885137,potato
83,49,81,19.95015354,71.9457922,5.90873635,73.92308796,potato
106,42,114,17.0426152,63.02122014,6.21908521,54.93077888,potato
114,51,88,15.53844132,66.15205858,5.62288955,50.61881899,potato
90,58,83,19.12386545,62.09558453,5.52998636,55.42382073,potato
107,57,103,18.14932877,63.87061835,5.56414646,53.79649164,potato
108,51,112,16.45299258,70.74348703,6.19214171,54.78635572,potato
105,57,100,19.23636529,65.5062273,5.8918004,73.48174899,potato
111,49,95,19.32291257,69.61110537,5.89465162,53.77125112,potato
83,53,107,19.2939787,74.39256146,5.9978093,67.26778029,potato
109,41,93,18.27409026,71.80952401,6.25279521,75.55237372,potato
94,42,107,18.63733891,74.94187519,5.75653067,78.38811415,potato
110,54,99,15.69626147,69.05946535,5.73889654,57.02655241,potato
91,41,119,16.32240812,78.45448812,5.61765631,68.26476484,potato
113,41,111,15.25936828,60.62996102,6.21042415,65.7680639,potato
102,44,103,19.51126955,76.30209118,6.25853526,51.04940928,potato
83,56,82,15.04956774,62.45085971,5.65574804,61.95347322,potato
92,41,107,18.29815928,67.37885323,6.14901749,51.85229051,potato
87,47,95,16.28389149,65.08958192,5.71772363,77.68059589,potato
102,41,104,16.45893267,76.08711987,6.18944647,68.92402481,potato
92,53,82,17.06253812,65.48982889,5.77929823,73.60129637,potato
88,55,103,19.29595467,72.39259915,5.74937492,61.73486389,potato
103,48,96,18.62558409,79.01307151,5.82121719,75.87069449,potato
81,46,95,15.3114129,67.10231117,5.53680424,57.74433876,potato
120,53,105,16.79283764,78.859952,6.28898887,64.84603503,potato
100,46,95,18.40617337,64.10108272,5.75658999,55.03644957,potato
110,59,114,17.60103681,76.95927987,5.9638951,52.12106493,potato
99,59,84,17.04542549,79.94438767,5.7409627,78.96639184,potato
102,49,102,16.19835184,68.64791123,6.29632277,53.48389884,potato
99,48,95,18.05335797,79.99490263,5.94742895,64.05989639,potato
114,44,87,19.75977773,72.39195174,5.64871994,76.01795459,potato
108,57,88,17.79923061,74.86253598,6.10481473,79.76613231,potato
99,53,94,19.52128655,79.70170322,5.86381832,63.20075566,potato
93,51,89,19.23450495,78.97811429,6.38153002,72.87657433,potato
96,58,102,18.35354076,74.9293199,6.10102577,53.42243874,potato
92,49,117,17.23676795,62.43367079,5.54691868,70.22849708,potato
103,46,113,17.77059736,64.16717154,5.95512924,57.7851904,potato
81,60,103,16.70641972,76.66329639,5.8013557,55.84951399,potato
109,43,117,15.79764063,78.83589553,6.01634864,72.16018122,potato
97,45,97,15.3040249,75.70754446,5.96152695,63.07552868,potato
96,42,88,16.93667251,63.68687055,5.78663237,67.05901015,potato
116,44,117,16.72396631,78.66327848,5.74488074,63.17541704,potato
82,55,103,15.14052818,73.45615202,5.54179879,54.99504762,potato
108,53,83,17.35154852,77.62610563,5.83809564,62.09884696,potato
98,45,101,19.43180642,62.74472064,5.86919065,58.73792249,potato
88,53,117,17.31778335,66.01202206,5.77871352,51.4961506,potato
119,55,117,15.44562058,62.32444978,6.42090689,54.59969455,potato
110,47,85,15.27630835,72.74038923,5.65288443,52.28123161,potato
115,44,96,16.37966519,71.6459172,6.36184848,50.00295146,potato
106,49,116,17.22045177,66.8843527,6.02552173,61.1057883,potato
103,55,84,16.37450808,73.51786363,6.35278215,50.94562351,potato
91,47,97,15.822267,76.15223059,6.49471308,75.77522727,potato
117,47,90,16.76492171,77.53002401,5.90039502,53.71438241,potato
89,56,99,16.70316573,61.20303913,6.11149463,66.46397516,potato
106,49,81,18.97349103,69.78658841,6.43623833,53.42590533,potato
117,57,83,17.09267952,74.70269625,5.81309349,72.18724126,potato
91,43,94,16.70848915,78.55338556,6.1822523,71.45467146,potato
93,43,90,17.85498021,61.54193345,6.05526949,79.92848296,potato
95,49,108,15.01961878,65.60356603,6.49333676,58.17819999,potato
110,55,100,16.32923811,66.28106018,5.99627631,58.39546588,potato
87,49,98,17.5507871,71.7334256,6.27867685,66.03849358,potato
84,43,84,19.82802915,65.11662644,6.23350394,65.53056416,potato
90,54,83,18.93884507,78.27247907,6.3238846,63.72108449,potato
116,42,91,18.74602491,77.15223582,6.01859127,58.84300022,potato
54,22,35,24.09961964,65.30651071,7.3814456,41.92496368,mustard
59,37,34,22.19087695,53.43596517,6.67375103,41.86300432,mustard
50,28,35,17.51449058,50.92625605,6.53297658,53.28007232,mustard
51,37,25,18.40761756,58.62159844,7.4449639,65.6631338,mustard
60,36,21,16.92303055,62.23937903,6.98706615,57.20269372,mustard
57,35,26,15.48023167,64.11929597,6.5110908,62.44408332,mustard
44,40,31,15.43404158,57.67902597,6.25396662,75.72330798,mustard
54,33,40,24.39947802,69.90900263,7.49283384,68.1720958,mustard
50,28,35,15.06626465,57.31072879,6.78117422,44.95331182,mustard
49,37,38,21.49884769,56.96898007,6.83996298,70.59346716,mustard
55,28,37,19.55276467,63.02624001,6.16666296,51.51455379,mustard
42,39,34,19.54254175,68.32150262,6.99768845,72.08957936,mustard
54,33,25,23.494201,50.65452233,6.92662549,74.6288123,mustard
59,26,24,20.88972565,51.25262182,6.17988621,78.3079528,mustard
45,23,26,19.77643858,64.02353182,6.51002448,67.14968818,mustard
46,35,23,23.74953652,57.75189062,7.01038225,56.42830205,mustard
58,27,28,20.17015783,62.55425036,7.02039234,51.80176864,mustard
41,35,38,21.14641638,57.35902107,6.02911552,63.56608294,mustard
44,30,20,15.4774826,64.01374039,6.78768186,62.37357963,mustard
44,25,22,21.27906798,55.97893702,6.683398,64.90790202,mustard
48,33,37,22.38426422,53.23129721,6.15836791,45.08592164,mustard
53,20,34,19.10878523,66.612959,6.58776102,60.25359723,mustard
41,39,30,19.12590956,64.26138965,6.48907784,64.38174475,mustard
52,38,24,21.24865566,59.03502666,6.66490864,45.16005106,mustard
58,34,25,15.90796534,51.40282923,6.58049912,40.39687843,mustard
59,27,34,19.47076632,69.07146502,7.49287435,51.86360004,mustard
49,27,29,18.83388794,50.64553525,7.21848529,57.49864892,mustard
43,37,28,19.36789135,61.48897554,7.36964823,50.27896514,mustard
42,40,22,15.56696285,54.72755946,7.29113637,76.41725082,mustard
52,30,25,24.6821406,68.83135619,6.46844571,43.93226936,mustard
48,31,23,17.72677414,50.92090945,6.47929361,65.89687347,mustard
56,37,39,23.86379655,55.98808551,6.40614937,69.51720098,mustard
53,23,30,20.59304733,59.82645855,7.4244749,77.73065805,mustard
50,39,37,21.31803097,58.65781572,6.59670937,43.4305769,mustard
47,38,26,17.21402832,56.06572921,6.49133458,57.21842975,mustard
55,27,25,18.04151935,68.7012598,6.45186495,40.35026849,mustard
57,39,39,18.60263379,50.6488889,6.48008931,57.5975235,mustard
48,33,36,19.48244346,62.08438192,7.27726314,46.67054374,mustard
42,40,32,23.77883854,57.46868408,6.66656556,50.50215448,mustard
50,38,27,18.76633269,65.21136277,7.23315712,44.98993425,mustard
41,22,20,16.28657486,69.36533385,6.01801632,79.62816733,mustard
41,27,23,15.35601672,62.34722315,7.19462234,78.07398152,mustard
57,21,34,17.24063576,50.13807663,6.35422093,54.96783917,mustard
41,37,30,17.1652894,53.93770816,6.94527602,71.62621188,mustard
48,26,22,20.10357949,61.42546658,7.09888452,58.12445332,mustard
55,26,25,19.57178965,66.21122003,6.62155166,63.14950559,mustard
44,30,20,24.939906,60.86949937,7.14670206,79.09112786,mustard
42,25,30,23.16967837,58.74628485,7.23626419,57.01929007,mustard
43,40,23,23.7714663,53.74166232,6.67082347,73.74691267,mustard
